date,n1,n2,n3,n4,n5,pb
4/10/13,1,36,40,52,53,20
4/6/13,4,7,8,29,39,24
4/3/13,1,6,8,12,35,3
3/30/13,11,23,26,46,55,27
3/27/13,7,37,43,48,52,16
3/23/13,17,29,31,52,53,31
3/20/13,13,14,17,43,54,15
3/16/13,3,7,21,44,53,16
3/13/13,5,9,28,32,38,29
3/9/13,10,37,40,46,52,12
3/6/13,6,10,23,41,45,1
3/2/13,3,8,13,41,56,16
2/27/13,3,14,20,34,48,21
2/23/13,2,5,31,39,41,29
2/20/13,3,17,19,25,32,17
2/16/13,15,16,46,50,58,29
2/13/13,12,23,25,27,43,29
2/9/13,5,6,16,36,58,3
2/6/13,5,27,36,38,41,12
2/2/13,11,16,33,40,41,34
1/30/13,14,16,32,47,52,16
1/26/13,3,22,26,41,49,18
1/23/13,11,12,24,43,45,9
1/19/13,8,28,29,34,38,35
1/16/13,9,21,28,32,51,35
1/12/13,10,14,21,23,47,7
1/9/13,11,13,20,27,59,26
1/5/13,26,30,49,51,54,25
1/2/13,18,20,28,35,53,20
12/29/12,36,46,50,52,55,14
12/26/12,11,13,23,43,54,4
12/22/12,1,18,35,39,44,11
12/19/12,5,8,20,23,30,3
12/15/12,15,23,40,44,55,14
12/12/12,8,10,25,36,44,28
12/8/12,7,23,26,40,53,21
12/5/12,13,17,19,27,38,12
12/1/12,3,10,19,36,46,3
11/28/12,5,16,22,23,29,6
11/24/12,22,32,37,44,50,34
11/21/12,8,18,24,30,39,26
11/17/12,3,15,27,58,59,20
11/14/12,8,10,30,44,58,13
11/10/12,32,42,50,54,55,32
11/7/12,32,34,45,52,58,20
11/3/12,4,7,9,30,54,25
10/31/12,1,27,31,45,48,5
10/27/12,22,32,34,36,56,33
10/24/12,3,18,21,23,50,4
10/20/12,4,21,28,31,44,10
10/17/12,1,7,10,23,42,35
10/13/12,2,5,25,26,49,18
10/10/12,18,26,29,35,43,28
10/6/12,15,26,34,36,59,35
10/3/12,17,23,36,55,59,10
9/29/12,14,18,28,29,57,8
9/26/12,13,26,39,41,42,10
9/22/12,2,16,18,40,42,33
9/19/12,1,5,8,39,50,23
9/15/12,3,20,26,43,48,1
9/12/12,24,33,36,48,56,6
9/8/12,6,20,34,44,48,29
9/5/12,4,19,26,42,51,29
9/1/12,8,11,21,44,49,22
8/29/12,25,28,49,54,56,28
8/25/12,1,6,7,20,49,23
8/22/12,22,29,31,47,55,19
8/18/12,14,26,41,55,59,1
8/15/12,6,27,46,51,56,21
8/11/12,4,13,39,46,51,1
8/8/12,3,7,11,15,28,12
8/4/12,19,30,48,53,55,18
8/1/12,3,16,48,56,58,4
7/28/12,5,6,13,36,50,13
7/25/12,3,14,35,38,46,16
7/21/12,9,31,38,54,56,20
7/18/12,2,5,20,23,57,3
7/14/12,4,16,32,37,46,13
7/11/12,5,22,36,49,55,23
7/7/12,3,5,29,39,59,29
7/4/12,14,19,35,39,56,33
6/30/12,7,15,20,41,44,22
6/27/12,6,34,40,46,58,6
6/23/12,1,3,41,44,53,30
6/20/12,11,17,29,56,57,14
6/16/12,8,14,15,16,27,26
6/13/12,7,10,14,33,57,18
6/9/12,18,22,45,56,57,27
6/6/12,19,30,33,48,59,27
6/2/12,9,10,17,29,45,33
5/30/12,9,10,24,52,56,14
5/26/12,13,14,41,49,59,14
5/23/12,4,7,26,53,59,32
5/19/12,8,13,35,46,51,30
5/16/12,3,7,21,28,43,2
5/12/12,10,24,35,53,58,22
5/9/12,1,7,11,55,56,1
5/5/12,9,12,20,44,59,23
5/2/12,7,8,33,38,50,29
4/28/12,31,39,40,57,58,33
4/25/12,4,25,29,34,43,29
4/21/12,6,8,20,42,51,16
4/18/12,20,22,39,46,49,29
4/14/12,14,15,16,19,24,2
4/11/12,16,23,42,44,47,2
4/7/12,5,13,17,20,30,18
4/4/12,1,24,33,45,49,6
3/31/12,5,14,36,54,58,27
3/28/12,11,16,29,50,58,33
3/24/12,1,15,35,37,47,8
3/21/12,32,43,53,55,56,6
3/17/12,11,14,49,55,58,30
3/14/12,1,8,41,46,59,24
3/10/12,5,14,17,20,41,5
3/7/12,12,35,45,46,47,12
3/3/12,29,30,45,47,49,35
2/29/12,1,4,11,23,26,14
2/25/12,6,11,42,53,54,7
2/22/12,7,16,17,39,51,32
2/18/12,23,28,50,56,59,5
2/15/12,11,12,32,52,56,11
2/11/12,1,10,37,52,57,11
2/8/12,17,28,38,39,51,33
2/4/12,15,23,43,45,56,7
2/1/12,8,13,17,34,59,35
1/28/12,5,33,41,54,59,13
1/25/12,4,19,28,29,47,5
1/21/12,12,24,43,44,45,7
1/18/12,6,29,34,44,50,28
1/14/12,10,30,36,38,41,1
1/11/12,5,19,29,45,47,25
1/7/12,3,21,24,38,39,24
1/4/12,21,35,46,47,50,2
12/31/11,5,23,25,28,40,34
12/28/11,16,21,27,41,45,14
12/24/11,14,16,30,51,52,19
12/21/11,10,13,15,31,54,18
12/17/11,13,28,49,51,59,33
12/14/11,2,24,46,52,56,19
12/10/11,4,19,33,41,59,9
12/7/11,3,14,20,39,40,37
12/3/11,5,18,33,43,45,8
11/30/11,2,6,34,35,47,22
11/26/11,20,37,39,45,55,28
11/23/11,4,30,35,57,59,25
11/19/11,9,16,17,28,30,11
11/16/11,13,22,25,39,51,28
11/12/11,4,35,36,51,56,8
11/9/11,5,35,57,58,59,12
11/5/11,2,33,39,40,43,26
11/2/11,12,14,34,39,46,36
10/29/11,11,16,40,51,56,38
10/26/11,1,18,21,39,55,6
10/22/11,3,8,23,30,58,13
10/19/11,16,26,35,52,58,2
10/15/11,5,10,24,38,43,1
10/12/11,10,12,23,43,47,18
10/8/11,3,27,35,37,45,31
10/5/11,7,20,43,46,54,17
10/1/11,1,12,23,27,43,31
9/28/11,30,41,50,51,53,8
9/24/11,3,4,12,27,44,26
9/21/11,12,47,48,52,55,13
9/17/11,6,20,22,32,43,11
9/14/11,16,41,42,50,59,5
9/10/11,4,19,22,32,53,24
9/7/11,3,5,18,27,54,13
9/3/11,15,25,52,53,54,2
8/31/11,13,19,35,47,57,29
8/27/11,2,12,25,54,58,14
8/24/11,9,13,47,49,53,39
8/20/11,2,17,23,28,47,36
8/17/11,18,28,31,48,52,37
8/13/11,9,12,35,50,58,4
8/10/11,11,18,36,41,46,38
8/6/11,25,30,54,57,59,6
8/3/11,13,19,21,28,49,11
7/30/11,20,40,41,47,55,19
7/27/11,38,40,41,51,59,33
7/23/11,1,7,27,38,48,30
7/20/11,1,4,38,40,42,17
7/16/11,24,28,48,50,54,25
7/13/11,8,18,19,32,54,8
7/9/11,1,9,11,23,31,6
7/6/11,11,15,24,50,55,8
7/2/11,1,11,18,29,51,32
6/29/11,24,30,45,57,59,26
6/25/11,18,36,39,41,57,12
6/22/11,12,15,19,46,59,12
6/18/11,12,21,22,38,41,18
6/15/11,19,20,38,41,43,29
6/11/11,16,18,27,36,50,8
6/8/11,14,37,44,45,53,29
6/4/11,17,19,39,41,58,21
6/1/11,8,18,38,46,56,31
5/28/11,12,20,43,51,55,11
5/25/11,4,23,31,42,50,23
5/21/11,2,8,40,49,50,36
5/18/11,7,12,13,42,49,16
5/14/11,8,17,18,40,44,16
5/11/11,9,17,32,43,45,31
5/7/11,2,11,27,47,55,15
5/4/11,3,15,27,29,41,24
4/30/11,6,13,15,32,41,3
4/27/11,4,24,40,44,55,5
4/23/11,3,11,47,48,58,19
4/20/11,9,24,34,36,43,27
4/16/11,21,33,44,45,55,7
4/13/11,4,23,39,49,50,39
4/9/11,5,14,32,53,56,11
4/6/11,10,18,41,55,56,15
4/2/11,6,22,34,43,45,23
3/30/11,19,20,42,56,58,37
3/26/11,4,10,11,19,33,27
3/23/11,5,15,26,28,32,9
3/19/11,3,11,20,27,46,8
3/16/11,28,39,40,48,53,9
3/12/11,1,4,12,41,47,3
3/9/11,12,20,28,40,48,8
3/5/11,2,23,31,42,48,21
3/2/11,7,31,50,51,58,6
2/26/11,15,37,41,56,59,5
2/23/11,29,32,36,39,49,29
2/19/11,3,12,34,37,42,36
2/16/11,9,13,21,23,48,24
2/12/11,11,32,36,48,52,19
2/9/11,7,11,39,42,51,30
2/5/11,15,37,41,56,59,5
2/2/11,3,14,33,53,57,36
1/29/11,24,28,45,49,52,2
1/26/11,4,5,36,47,58,6
1/22/11,30,31,34,45,51,23
1/19/11,22,36,51,56,59,32
1/15/11,9,13,22,23,37,31
1/12/11,19,21,23,40,48,27
1/8/11,6,7,26,33,52,24
1/5/11,22,26,32,38,40,7
1/1/11,18,22,37,47,54,36
12/29/10,3,16,18,20,37,30
12/25/10,1,17,38,50,52,24
12/22/10,11,33,44,46,47,12
12/18/10,4,11,19,33,43,14
12/15/10,10,11,18,32,45,18
12/11/10,1,8,10,19,20,23
12/8/10,8,11,25,41,58,16
12/4/10,13,24,27,31,42,22
12/1/10,5,10,11,12,20,2
11/27/10,10,30,37,47,54,39
11/24/10,8,20,21,32,37,4
11/20/10,10,12,38,53,57,1
11/17/10,14,16,53,54,59,5
11/13/10,17,30,48,51,54,29
11/10/10,5,8,11,40,44,10
11/6/10,7,12,23,34,38,33
11/3/10,34,38,39,45,50,33
10/30/10,1,7,27,36,49,39
10/27/10,20,24,25,53,59,15
10/23/10,2,7,16,20,46,34
10/20/10,7,17,20,39,59,17
10/16/10,11,12,15,16,28,11
10/13/10,12,22,32,34,46,2
10/9/10,2,6,32,42,49,35
10/6/10,14,26,37,41,46,24
10/2/10,12,20,30,36,47,25
9/29/10,13,44,51,52,55,30
9/25/10,8,16,27,35,42,30
9/22/10,10,24,36,52,55,15
9/18/10,1,18,37,39,44,13
9/15/10,7,20,21,34,43,34
9/11/10,7,17,20,36,59,33
9/8/10,10,35,39,51,57,20
9/4/10,11,14,22,33,42,38
9/1/10,17,20,21,40,51,19
8/28/10,4,22,27,32,56,13
8/25/10,16,17,29,31,36,23
8/21/10,7,10,12,22,27,26
8/18/10,4,32,33,47,55,39
8/14/10,9,33,36,50,58,31
8/11/10,7,10,22,23,52,29
8/7/10,4,22,26,31,52,30
8/4/10,19,28,30,37,53,36
7/31/10,1,16,17,41,57,15
7/28/10,1,11,20,25,27,2
7/24/10,20,30,38,46,59,27
7/21/10,16,22,30,51,58,25
7/17/10,22,27,35,37,45,3
7/14/10,20,21,23,38,42,6
7/10/10,20,21,27,28,56,4
7/7/10,10,41,44,48,56,4
7/3/10,3,10,14,52,53,3
6/30/10,6,38,43,47,48,27
6/26/10,13,30,32,38,57,25
6/23/10,11,30,45,47,48,10
6/19/10,9,30,31,50,54,39
6/16/10,8,11,18,29,36,6
6/12/10,9,12,13,35,38,30
6/9/10,14,22,27,32,49,5
6/5/10,18,34,40,48,59,25
6/2/10,4,9,14,39,43,38
5/29/10,1,3,24,28,41,10
5/26/10,1,6,10,13,20,32
5/22/10,19,20,40,47,57,29
5/19/10,2,7,29,55,58,27
5/15/10,15,21,23,28,36,20
5/12/10,37,51,52,53,58,38
5/8/10,5,22,34,41,57,31
5/5/10,13,34,40,47,57,11
5/1/10,16,23,25,49,58,20
4/28/10,12,22,25,28,44,24
4/24/10,1,12,53,56,57,5
4/21/10,11,34,41,49,55,20
4/17/10,5,21,22,41,49,15
4/14/10,6,14,32,38,52,20
4/10/10,21,22,49,52,58,34
4/7/10,4,36,40,44,52,33
4/3/10,10,15,31,52,59,4
3/31/10,5,13,17,45,54,12
3/27/10,7,21,32,44,52,10
3/24/10,14,20,24,39,49,7
3/20/10,9,36,39,44,45,9
3/17/10,24,26,45,48,55,8
3/13/10,6,16,20,31,36,8
3/10/10,17,21,37,41,50,1
3/6/10,10,29,33,41,59,15
3/3/10,7,9,14,45,49,23
2/27/10,18,47,51,53,58,30
2/24/10,4,17,35,50,57,12
2/20/10,13,27,37,41,54,32
2/17/10,7,8,19,26,36,15
2/13/10,10,14,30,40,51,1
2/10/10,5,8,29,37,38,34
2/6/10,14,22,52,54,59,4
2/3/10,6,19,35,37,46,24
1/30/10,6,26,35,47,48,21
1/27/10,6,15,20,26,31,9
1/23/10,15,16,20,42,53,17
1/20/10,15,32,43,44,46,19
1/16/10,7,8,23,41,55,23
1/13/10,8,11,15,32,50,27
1/9/10,20,41,44,50,54,22
1/6/10,20,27,29,56,58,31
1/2/10,3,7,23,27,42,37
12/30/09,5,14,38,39,52,6
12/26/09,32,36,37,41,53,30
12/23/09,8,32,49,51,52,23
12/19/09,17,24,39,41,47,21
12/16/09,13,23,25,35,43,15
12/12/09,12,13,14,35,41,29
12/9/09,1,5,12,13,58,21
12/5/09,27,39,41,44,58,17
12/2/09,14,34,37,46,55,37
11/28/09,26,27,28,46,50,21
11/25/09,4,13,18,49,59,5
11/21/09,7,26,36,49,58,4
11/18/09,32,42,50,58,59,31
11/14/09,19,30,32,48,57,14
11/11/09,8,12,14,22,29,22
11/7/09,7,32,37,46,50,26
11/4/09,10,11,14,45,51,17
10/31/09,2,19,26,41,54,23
10/28/09,3,11,26,46,51,23
10/24/09,14,22,38,49,59,16
10/21/09,6,16,34,45,51,4
10/17/09,5,16,25,30,49,39
10/14/09,5,15,25,30,40,6
10/10/09,13,32,45,49,50,30
10/7/09,2,20,21,38,50,22
10/3/09,12,24,48,50,57,22
9/30/09,41,42,52,54,57,30
9/26/09,18,20,34,36,39,19
9/23/09,7,8,20,25,29,11
9/19/09,5,24,25,30,49,23
9/16/09,17,37,40,51,56,25
9/12/09,13,28,38,41,56,25
9/9/09,4,16,18,51,53,23
9/5/09,9,16,27,35,57,29
9/2/09,18,23,36,47,59,36
8/29/09,1,20,37,52,53,33
8/26/09,1,21,23,30,43,11
8/22/09,3,6,20,32,51,23
8/19/09,14,24,31,43,51,27
8/15/09,14,15,26,32,36,12
8/12/09,10,25,32,34,47,5
8/8/09,4,33,37,45,50,11
8/5/09,25,34,41,46,49,29
8/1/09,5,37,39,46,53,8
7/29/09,2,5,38,43,59,8
7/25/09,5,17,33,46,52,9
7/22/09,4,6,16,22,32,11
7/18/09,4,21,26,28,47,37
7/15/09,26,50,51,52,57,37
7/11/09,1,4,20,39,42,2
7/8/09,19,42,50,53,56,39
7/4/09,4,9,22,41,44,14
7/1/09,9,32,38,52,53,15
6/27/09,18,22,26,39,48,17
6/24/09,16,18,24,51,53,16
6/20/09,3,11,18,22,28,33
6/17/09,5,9,37,42,53,27
6/13/09,13,16,20,35,41,6
6/10/09,15,26,27,42,58,37
6/6/09,10,18,23,30,45,2
6/3/09,16,20,22,32,37,9
5/30/09,1,23,42,51,59,20
5/27/09,5,6,12,16,21,7
5/23/09,19,23,34,52,57,21
5/20/09,23,30,31,35,42,6
5/16/09,6,7,31,40,56,38
5/13/09,19,30,32,37,40,37
5/9/09,4,15,32,49,58,21
5/6/09,7,8,12,22,31,18
5/2/09,3,20,38,42,45,27
4/29/09,6,19,36,50,59,13
4/25/09,8,26,30,42,52,15
4/22/09,15,22,30,37,48,12
4/18/09,7,15,28,43,44,20
4/15/09,16,22,26,27,59,5
4/11/09,7,28,35,46,49,20
4/8/09,1,6,48,52,56,9
4/4/09,14,21,50,57,58,7
4/1/09,2,9,33,41,54,14
3/28/09,2,3,16,41,48,19
3/25/09,10,20,23,47,54,26
3/21/09,19,23,27,49,52,21
3/18/09,16,26,29,41,45,1
3/14/09,7,30,33,44,51,10
3/11/09,3,7,13,34,47,30
3/7/09,21,27,28,56,59,21
3/4/09,1,6,44,49,55,36
2/28/09,3,16,20,42,58,7
2/25/09,17,32,42,49,56,11
2/21/09,13,31,41,45,46,21
2/18/09,2,15,39,44,56,15
2/14/09,2,8,9,33,45,5
2/11/09,5,10,22,45,49,37
2/7/09,5,18,20,28,53,27
2/4/09,7,24,30,32,44,18
1/31/09,1,14,26,33,41,37
1/28/09,5,10,18,23,32,4
1/24/09,6,20,25,37,42,25
1/21/09,20,26,38,46,54,23
1/17/09,2,5,9,23,59,26
1/14/09,8,25,34,39,46,34
1/10/09,8,10,18,43,56,9
1/7/09,23,31,33,38,52,24
